 -3.71305735e-03 4.40249770e-03 6.93959133e-04 1.71132649e-02 1.97529092e-02 3.24912638e-03 1.09774381e-02 1.09236457e-03 2.07520817e-03 2.65896065e-02 1.33884551e-02 1.47830379e-02 1.80729000e-02 1.79314863e-02 2.45699568e-02 1.95302164e-03 1.07681471e-02 2.67939213e-02 3.51777713e-02 4.26884276e-02 3.29755496e-02 4.74071058e-02 4.24914870e-02 4.80218878e-02 9.82426187e-02 1.11917656e-01 1.19864889e-01 1.38563976e-01 1.16805117e-01 9.21416395e-02 6.94772465e-02 2.57567183e-02 1.67722472e-02 1.43704886e-02 1.15906714e-02 4.72059795e-02 7.87631341e-02 1.24907580e-01 1.80280152e-01 2.61793690e-01 3.40881819e-01 3.57744046e-01 3.87316222e-01 3.75895182e-01 3.42356277e-01 3.23124751e-01 2.60675849e-01 2.26844296e-01 1.80324502e-01 1.05849068e-01 4.45239613e-02 -1.54785799e-02 -9.75683413e-03 -8.66578094e-03 -1.00244590e-02 2.49259237e-02 6.13837162e-02 1.16688528e-01 1.22450278e-01 1.02803058e-01 1.19971410e-01 8.78939397e-02 5.82902150e-02 7.73323176e-02 4.42348663e-02 1.85266630e-02 4.86707480e-02 2.45680887e-02 -2.63942224e-03 9.00184668e-03 1.66816171e-02 2.32275983e-02 -4.43608829e-04 4.69946750e-03 1.31554153e-02 -5.94810582e-03 2.02411191e-02 8.60594258e-03 -9.84829367e-03 2.72134671e-02 2.39929436e-02 8.76862707e-03 -3.62409476e-03 -1.31220249e-02 8.17393641e-03 -8.08904269e-03 -1.85764046e-02 3.99647769e-03 5.01233126e-03 2.75019005e-03 -7.42233614e-03 4.80738224e-03 4.04908093e-03 -2.71614919e-02 4.25531352e-03 7.22159990e-03 -1.17848066e-02 -2.89731689e-06 -8.36975164e-03 7.34814143e-03 8.96966392e-03
 -1.25688957e-02 1.65834657e-02 1.92142925e-02 1.32627834e-03 1.88722887e-03 1.39999415e-03 3.96805475e-03 2.13908189e-02 1.01035115e-02 -6.33120389e-03 5.27155455e-03 1.61787433e-02 3.45322683e-02 3.75436483e-02 1.92549914e-02 9.92005668e-03 -3.45250790e-04 4.43854894e-03 6.21546995e-03 1.75457282e-02 3.74226217e-02 2.74208005e-02 4.62494210e-02 5.93308024e-02 6.86875175e-02 1.30498835e-01 1.27934091e-01 1.24385359e-01 1.53597307e-01 1.20123477e-01 1.03147415e-01 6.63137356e-02 1.57845227e-02 2.07347890e-02 1.01433001e-02 2.05373343e-02 5.05296801e-02 9.07459826e-02 1.70495398e-01 2.45894608e-01 3.36296270e-01 3.90724097e-01 4.02466540e-01 4.29568962e-01 3.88535569e-01 3.30754588e-01 2.94958159e-01 2.28037686e-01 1.56282563e-01 8.81006262e-02 2.55263231e-02 -3.10188415e-02 -3.68770298e-02 -3.54601859e-04 9.50803115e-03 5.83329275e-02 1.00256798e-01 1.12263018e-01 1.55616343e-01 1.21997512e-01 9.21297268e-02 1.09768087e-01 5.93703616e-02 5.41892237e-02 6.49463345e-02 2.98099484e-02 2.81123396e-02 2.05460408e-03 -1.89799101e-02 -1.11063444e-02 -2.85517454e-03 1.15180762e-02 6.49360618e-03 1.60906697e-02 1.37697285e-02 -4.49125761e-03 -2.92280880e-03 6.78178899e-03 1.73526989e-02 -5.71255964e-03 -8.46521785e-03 9.70347706e-03 8.58502458e-04 1.61479152e-03 6.86554629e-04 8.71571993e-03 5.78806913e-03 -1.74712821e-03 8.03038043e-03 -4.45524312e-03 -8.12417168e-03 -2.19960758e-04 -1.90277135e-03 -3.38724268e-03 -8.05806683e-03 -1.78784134e-02 -1.75606211e-02 1.26063510e-02 1.01930799e-02 6.21787226e-03 1.42834365e-02
 1.85015992e-02 8.78087397e-03 -1.83616031e-02 4.24092282e-04 9.47693210e-03 -1.07064537e-03 -2.28545741e-03 1.14746023e-02 3.13595768e-02 3.34935319e-02 2.08819925e-02 1.27444874e-02 3.24428164e-02 2.21055586e-02 8.25983422e-03 3.53572404e-02 2.24998300e-02 7.46937064e-03 1.37539164e-02 2.40425389e-02 4.17540250e-02 4.49321216e-02 5.01512840e-02 3.25546542e-02 4.37276826e-02 9.49797368e-02 1.06700197e-01 1.26403737e-01 1.37769252e-01 1.33907410e-01 1.40698400e-01 1.09766262e-01 7.66920786e-02 4.40535923e-02 1.74714437e-02 2.40142228e-02 3.09828558e-02 6.94034344e-02 1.47580277e-01 2.40669439e-01 3.41062744e-01 4.02478751e-01 4.43296178e-01 4.51001866e-01 3.92779567e-01 3.34164276e-01 2.61666357e-01 1.71821252e-01 1.05163288e-01 2.70666814e-02 -2.49324281e-02 -3.13966416e-02 -2.50347883e-02 5.22207704e-03 4.82297294e-02 9.09572861e-02 1.18936560e-01 1.38497086e-01 1.52606720e-01 1.25394895e-01 9.19107772e-02 7.47133886e-02 5.64607554e-02 4.58780307e-02 2.00372057e-02 -8.15768637e-05 4.64026457e-03 -4.28092790e-03 -6.27008310e-03 -3.69634116e-03 -9.64790797e-03 -3.88006648e-03 -1.01599445e-04 7.43565427e-03 1.32235515e-02 1.25384212e-02 1.85241847e-02 2.53708520e-03 4.44328738e-03 2.31793243e-03 -2.86900348e-02 -6.22599171e-03 1.48505851e-02 6.59558856e-03 4.85599998e-03 -3.62262010e-03 7.84486943e-03 7.01428563e-03 8.29961769e-03 5.15993780e-03 -1.78090413e-02 -1.51336091e-03 -3.64180479e-04 5.76873681e-04 1.04899779e-02 -7.20382388e-03 8.24489631e-03 -5.05072245e-04 -1.44403044e-02 1.08461576e-02 -1.74457374e-03
 9.36441344e-03 1.48713313e-03 -1.11813469e-02 -1.27635901e-02 8.71887647e-03 -4.59698027e-04 1.06616428e-03 9.89668034e-03 4.83155903e-03 2.22677125e-02 2.12828250e-02 2.59900362e-02 3.22089829e-02 1.40582613e-02 2.96629718e-02 3.62680200e-02 1.28230591e-02 -3.38066530e-03 -1.14494943e-02 1.23040942e-04 8.50251377e-03 1.87833449e-02 4.90423835e-02 5.80144245e-02 5.59914486e-02 8.83234898e-02 1.21721519e-01 1.32242902e-01 1.52308547e-01 1.71788243e-01 1.58703270e-01 1.25024623e-01 8.24168218e-02 4.56983915e-02 2.80301259e-02 2.33905831e-03 1.31871375e-03 5.95721010e-02 1.35718002e-01 2.38499537e-01 3.47449722e-01 4.31324765e-01 4.75062553e-01 4.40154455e-01 3.91709137e-01 3.43322084e-01 2.54296513e-01 1.56724812e-01 6.46752521e-02 8.03728378e-03 -2.08242997e-02 -2.70530841e-02 -9.33403078e-03 1.01489966e-02 6.03333619e-02 1.12422387e-01 1.37711357e-01 1.44000538e-01 1.45113821e-01 1.44888943e-01 1.07131624e-01 7.66643162e-02 5.09102690e-02 1.44015633e-02 1.08122914e-02 4.59571999e-03 -2.96847277e-03 -9.49138836e-03 -1.07284687e-02 9.04263720e-03 8.03393687e-03 5.82418293e-03 1.09557456e-02 7.22140963e-03 4.81019446e-03 6.72764946e-03 1.22198211e-02 -1.78203326e-03 -3.30110285e-03 2.07750771e-02 1.11104978e-02 -8.18377598e-03 -3.82629683e-03 -6.60338314e-03 2.66718694e-03 1.87910715e-02 4.64252228e-03 -3.14690831e-03 -6.76803991e-03 -3.39357076e-03 1.57677388e-02 9.15019564e-03 1.83750317e-03 -3.68418540e-03 -4.69084161e-03 6.45196102e-03 -7.31158955e-03 1.67337815e-04 1.72160064e-02 2.68676396e-03 -3.49100505e-03
 7.21276379e-04 1.08453402e-02 9.94534912e-03 1.59445091e-02 1.94022720e-02 6.30899251e-03 -6.80229895e-03 -4.97266248e-03 -1.53442031e-03 2.45441070e-03 1.84050971e-02 1.55332903e-02 2.01323098e-02 3.21966068e-02 3.00827360e-02 3.42283147e-02 1.22387249e-02 1.55318761e-03 9.73792803e-03 4.50605258e-03 1.83230134e-02 2.41490539e-02 3.88879342e-02 6.66654002e-02 6.96695826e-02 7.87080848e-02 9.67271354e-02 1.25533328e-01 1.59091165e-01 1.78845384e-01 1.75855493e-01 1.49614117e-01 1.20771600e-01 6.42597366e-02 1.79716700e-02 1.39861078e-02 1.01728187e-02 5.50490140e-02 1.44077150e-01 2.30537749e-01 3.33213743e-01 4.27719609e-01 4.74758867e-01 4.65472107e-01 4.05803431e-01 3.06741427e-01 2.07465252e-01 1.22918317e-01 3.48674493e-02 -2.81154753e-02 -5.13348441e-02 -2.47903937e-02 2.62954255e-02 6.11446620e-02 1.10034462e-01 1.57441826e-01 1.84024951e-01 1.84671296e-01 1.51997421e-01 1.33247759e-01 9.84927769e-02 4.23397324e-02 2.90082915e-02 1.86321244e-02 -3.20568660e-03 1.03823859e-03 -7.70184519e-03 -9.39406274e-03 1.90790147e-02 1.36937404e-02 1.24682823e-02 2.89509918e-02 1.00683076e-02 1.49055671e-02 2.62051338e-02 1.26050008e-02 1.70603964e-02 4.49050593e-04 -1.59472028e-02 -9.95314184e-03 -2.23035272e-02 -1.31846252e-02 -4.92995886e-03 -9.96184151e-03 1.30283356e-02 1.24887272e-02 9.56685116e-05 9.77619371e-04 -1.02563902e-02 1.51132847e-03 5.92003450e-03 -6.82608185e-03 -2.22891133e-04 -9.17817897e-03 -1.20744435e-02 -1.90047512e-03 -5.15697409e-03 -3.14467420e-04 -1.76616112e-03 1.09384497e-03 5.33932542e-03
 6.04692083e-03 1.28704946e-02 8.79779094e-03 1.68077054e-03 1.11146126e-02 1.13478816e-02 1.78319509e-03 1.09283354e-02 2.26314726e-02 1.11124743e-02 1.07709616e-02 3.47598081e-02 3.43413666e-02 2.93026491e-02 4.96063370e-02 5.09700610e-02 3.71522026e-02 2.69645885e-02 1.49594664e-02 1.09971666e-02 1.31313887e-02 1.69660152e-02 1.63760199e-02 3.20991179e-02 5.63023124e-02 5.71947106e-02 9.56482417e-02 1.50055964e-01 1.70039923e-01 1.92677538e-01 1.94591405e-01 1.75498748e-01 1.38810499e-01 1.01607013e-01 6.83111827e-02 1.92183452e-03 2.30541127e-04 4.61418361e-02 9.98023328e-02 2.24122791e-01 3.27405020e-01 4.10198677e-01 4.95444899e-01 4.76241190e-01 4.01265945e-01 3.17788624e-01 2.01813597e-01 1.01327274e-01 2.28225161e-02 -4.61082714e-02 -6.40056160e-02 -3.10520367e-02 2.19150127e-02 8.58233705e-02 1.41967890e-01 1.86769882e-01 2.14568155e-01 1.85917906e-01 1.35582077e-01 1.03322356e-01 5.17704954e-02 1.58858999e-02 9.25208075e-03 -1.39928623e-02 -5.57618119e-03 5.30587442e-03 -1.21365494e-02 5.95955258e-03 2.48780108e-02 2.14506447e-02 1.90626822e-02 1.89380937e-02 2.93535866e-02 2.16455146e-02 -6.31675255e-04 -1.58854457e-02 -1.82553621e-02 -2.67352244e-04 6.65840866e-03 1.41674342e-03 3.02055643e-04 -3.03387963e-03 -3.32059865e-03 -8.72298970e-03 -1.47940866e-02 -1.14959654e-02 2.88908945e-03 1.29586087e-02 7.64107458e-04 -1.13830525e-02 -1.31285416e-02 -9.18807301e-03 -2.48311989e-03 -1.97521621e-02 -2.23509397e-02 4.54574307e-03 6.78642780e-03 5.28135601e-04 3.33350527e-03 1.24762025e-02 1.82279326e-02
 -1.06766432e-03 -6.38803502e-03 -1.15558004e-03 3.06343513e-03 1.13154270e-02 4.18386736e-03 -1.60181892e-03 9.53082158e-03 -1.27917495e-02 4.33495891e-03 1.37803262e-02 -1.14914394e-02 3.09117935e-02 4.38554147e-02 3.93589822e-02 6.19023733e-02 4.44892313e-02 3.97843715e-02 1.83612790e-02 -2.73692974e-03 2.14962932e-02 2.73831993e-02 2.37270027e-02 2.51183461e-02 3.99421860e-02 6.16649121e-02 8.42787959e-02 1.37714911e-01 1.76572387e-01 2.06004206e-01 2.16171713e-01 1.78544223e-01 1.58746815e-01 1.06482736e-01 4.31705457e-02 1.01068340e-02 -3.66828695e-02 6.23198752e-03 9.55964658e-02 2.01470749e-01 3.50410123e-01 4.30039411e-01 4.89282986e-01 5.02414139e-01 4.15409075e-01 2.92114432e-01 1.48725646e-01 4.99681491e-02 -3.34188059e-02 -5.88933109e-02 -6.57835128e-03 -5.63343959e-03 3.66839493e-02 1.33224367e-01 1.76107528e-01 2.09487433e-01 2.09456456e-01 1.77468266e-01 1.49377156e-01 9.40731690e-02 3.94944616e-02 4.02843731e-03 -2.83332098e-02 -9.71718818e-03 1.70710504e-02 -9.90134603e-04 -1.23396836e-03 2.20084124e-02 2.56248741e-02 1.95043290e-02 2.82744085e-02 3.81811921e-02 3.61874713e-02 2.63336673e-02 2.56597207e-02 1.52106958e-02 -1.35036617e-02 4.22857409e-03 2.03801665e-03 -1.51944924e-02 3.13886681e-03 2.05451557e-03 2.48960849e-02 1.40883422e-02 -6.10611270e-03 1.18324936e-02 -6.03572501e-03 2.79874325e-04 -4.13602099e-03 -8.75537028e-03 -4.20188016e-03 -8.56542304e-03 2.21529047e-02 -6.67277270e-03 -1.37014868e-02 1.98313696e-02 -6.80809905e-03 -5.83329047e-03 9.88083312e-04 1.05221787e-02 2.85946688e-02
 2.37948382e-03 2.03862688e-02 3.26893158e-04 1.80425226e-03 -8.84216977e-03 -4.95705248e-03 1.32500877e-02 1.43488694e-02 1.89564678e-02 -1.40025860e-02 -1.63479129e-02 1.98399921e-02 2.62305560e-02 2.12953683e-02 2.97840610e-02 6.20100963e-02 4.86274857e-02 4.17824900e-02 6.38702834e-02 2.54266032e-02 1.45265499e-02 2.78436366e-02 7.90479598e-03 1.38241219e-02 3.23013876e-02 6.04249940e-02 1.09143699e-01 1.35690393e-01 1.55517216e-01 2.02184280e-01 2.38842517e-01 2.21468497e-01 1.82088189e-01 1.21568347e-01 5.19115998e-02 1.48277568e-02 -1.42760334e-02 3.01021777e-04 7.55224805e-02 1.69874625e-01 3.07433814e-01 4.25944820e-01 4.61351161e-01 4.70285114e-01 4.09287916e-01 2.70467757e-01 1.33717581e-01 3.43163752e-02 -1.18269494e-02 -4.12143886e-02 -3.72732358e-02 2.77067648e-02 1.19504002e-01 1.88093078e-01 2.26349850e-01 2.55388939e-01 2.35114801e-01 1.79990124e-01 1.27938947e-01 5.05029185e-02 -2.86105586e-03 -1.99615915e-02 -2.17725666e-02 2.10381005e-03 3.45539192e-03 -4.99903190e-03 4.58194062e-02 6.07608154e-02 2.61985421e-02 5.35668352e-02 4.60673813e-02 2.34857148e-02 3.45481646e-02 -1.38781418e-02 -1.10956828e-02 6.12283490e-03 -1.76858633e-02 5.66970636e-03 -1.07284254e-03 1.46590734e-03 3.18486912e-02 9.81898194e-03 -1.18770058e-02 -9.18259105e-03 -1.02480780e-02 1.41476021e-03 1.13960969e-02 -9.39090057e-03 -1.89536681e-03 1.67847239e-02 1.08270884e-02 -4.03195311e-03 -1.70337154e-02 1.14436120e-03 2.67335015e-03 -7.17255328e-03 -1.13247655e-02 -2.65529570e-02 -1.36999631e-02 -1.43265478e-02 5.61205261e-03
 9.43873335e-04 9.01186063e-03 9.23413571e-03 8.75455033e-03 9.47104799e-03 2.79324518e-02 3.15144660e-02 1.36117341e-02 3.20665443e-02 2.19238500e-02 -1.42160285e-02 2.15452007e-02 2.40046261e-02 1.78065018e-03 3.06211037e-02 2.83369109e-02 3.68317705e-02 6.36871580e-02 7.31753153e-02 7.62765431e-02 3.72826097e-02 2.55467543e-02 1.71470670e-02 -1.75972745e-02 7.97479958e-03 4.39450552e-02 7.10611298e-02 1.22098781e-01 1.80322121e-01 2.29787704e-01 2.52314863e-01 2.54622516e-01 2.12257312e-01 1.47253312e-01 7.82906042e-02 1.24391233e-02 -1.58081424e-02 -1.82796525e-02 4.76376573e-02 1.52588897e-01 2.70439869e-01 4.04489229e-01 4.54267000e-01 4.42756446e-01 3.59294705e-01 2.25605785e-01 1.18087206e-01 8.43555815e-04 -4.69815734e-02 -4.46520517e-02 -1.90862593e-02 8.02274296e-02 1.58948630e-01 2.18355763e-01 2.57341419e-01 2.50227886e-01 2.04419231e-01 1.23758788e-01 6.30129933e-02 8.76956567e-03 -2.58650258e-02 -2.03473176e-02 -1.38048773e-02 -6.35419690e-03 1.25582150e-02 3.69758116e-02 3.51120245e-02 3.70548905e-02 4.28833292e-02 2.70616696e-02 2.21431737e-02 9.71424552e-03 1.33929718e-03 -9.53633510e-03 -1.35655926e-02 -4.32912584e-03 -1.54782589e-02 6.88863020e-03 7.39933881e-03 -1.17726779e-02 3.54924591e-03 -1.32778292e-02 2.92700162e-03 1.29773730e-02 -1.14840657e-02 3.94971821e-03 -8.05376939e-03 -1.83917437e-02 -1.59422026e-02 -1.79518107e-02 8.15123846e-03 1.09374908e-02 1.82767196e-03 2.75670771e-03 -1.85344272e-03 4.47592008e-03 7.82173628e-03 -8.82187997e-03 -1.83673460e-02 4.73468786e-03 1.03835389e-03
 2.16800792e-02 1.45520773e-02 1.41981009e-02 2.62677198e-02 1.20636951e-02 1.64654603e-02 3.13399740e-02 4.22647258e-02 3.27326854e-02 2.62108482e-02 3.39712322e-02 1.22315239e-02 1.78425180e-02 2.63597806e-02 1.63536077e-02 2.47928304e-02 2.59730322e-02 5.37911118e-02 8.29008940e-02 8.69104221e-02 7.60806124e-02 3.47822472e-02 9.80312568e-03 1.41013491e-04 9.77797592e-03 3.39874926e-02 5.89860868e-02 1.22996227e-01 1.87490421e-01 2.34565532e-01 2.62591239e-01 2.49785179e-01 2.23149314e-01 1.79695357e-01 9.55739635e-02 7.69550170e-03 -2.39331341e-02 -1.04109981e-02 4.85421255e-02 1.67734472e-01 3.04607453e-01 4.07058538e-01 4.36735091e-01 4.12408709e-01 3.37650334e-01 2.10709636e-01 8.65284217e-02 -9.06343688e-03 -4.49970450e-02 -2.61482253e-02 3.23264304e-02 1.13744747e-01 1.91804438e-01 2.70703421e-01 2.86804750e-01 2.50788132e-01 1.92478998e-01 9.80051820e-02 4.49029614e-02 1.87687541e-02 -1.99117535e-02 -3.35638146e-02 -2.93374480e-03 3.58837553e-02 5.00494000e-02 7.89315370e-02 7.23614024e-02 3.07493345e-02 2.81030211e-02 1.18823146e-02 -8.66978706e-03 -1.25173531e-02 -8.30283832e-03 5.80608458e-03 -6.49159711e-03 -1.88661311e-03 2.38132408e-02 9.24864528e-03 -1.55281924e-02 -5.62021517e-03 1.26557953e-02 9.81140091e-03 1.01632136e-02 3.57097852e-03 -1.06066231e-02 2.03280133e-03 5.98863258e-03 -2.77828085e-03 6.73550325e-03 7.09252075e-04 -8.10631498e-03 2.53464253e-03 -1.06053250e-02 -6.54756106e-03 1.10768831e-02 -2.33492569e-03 9.28653102e-03 9.17319664e-04 -1.30079140e-02 1.11667514e-02 -5.19506244e-03
